"","Year","Month","Taxa","Density","ID"
"362",2013,2,"Hexagrammos decagrammus",0.0540016870127023,8
"363",2014,1,"Hexagrammos decagrammus",0.0156494522691706,8
"364",2014,2,"Hexagrammos decagrammus",0.0191864927091328,8
"365",2015,1,"Hexagrammos decagrammus",0.0210034217340395,8
"366",2015,2,"Hexagrammos decagrammus",0.0217160702768169,8
"367",2015,3,"Hexagrammos decagrammus",0.0286532951289398,8
"368",2016,2,"Hexagrammos decagrammus",0.0220118864186661,8
"369",2017,1,"Hexagrammos decagrammus",0.023906287353574,8
"370",2017,2,"Hexagrammos decagrammus",0.0204804841768644,8
"371",2018,2,"Hexagrammos decagrammus",0.0394744477797766,8
"372",2018,3,"Hexagrammos decagrammus",0.0236574402649633,8
"373",2019,1,"Hexagrammos decagrammus",0.0475398145947231,8
"374",2020,2,"Hexagrammos decagrammus",0.0198017160809804,8
"375",2022,1,"Hexagrammos decagrammus",0.0980488283165016,8
"376",1997,2,"Isopsetta isolepis",0.00425079702444208,9
"377",1997,3,"Isopsetta isolepis",0.0044849082836256,9
"378",1997,5,"Isopsetta isolepis",0.00347705146036161,9
"379",1997,7,"Isopsetta isolepis",0.0131121746541664,9
"380",1998,4,"Isopsetta isolepis",0.00314485187747657,9
"381",1998,5,"Isopsetta isolepis",0.0125114688464426,9
"382",1998,10,"Isopsetta isolepis",0.0159676389184586,9
"383",1999,4,"Isopsetta isolepis",0.00364471334329555,9
"384",2000,2,"Isopsetta isolepis",0.0362260505554661,9
"385",2000,4,"Isopsetta isolepis",0.00510760688711266,9
"386",2001,1,"Isopsetta isolepis",0.0147710487444609,9
"387",2001,4,"Isopsetta isolepis",0.0152415790275873,9
"388",2001,5,"Isopsetta isolepis",0.0466635557629491,9
"389",2001,6,"Isopsetta isolepis",0.0272042647713076,9
"390",2001,10,"Isopsetta isolepis",0.0233426704014939,9
"391",2002,3,"Isopsetta isolepis",0.558366731829772,9
"392",2002,4,"Isopsetta isolepis",0.0360272994047217,9
"393",2003,3,"Isopsetta isolepis",0.0425049589118731,9
"394",2004,5,"Isopsetta isolepis",0.0206314900176124,9
"395",2005,1,"Isopsetta isolepis",0.0416406412658755,9
"396",2005,3,"Isopsetta isolepis",0.0361141206211629,9
"397",2005,5,"Isopsetta isolepis",0.00914268996224069,9
"398",2005,8,"Isopsetta isolepis",0.019669551534225,9
"399",2006,2,"Isopsetta isolepis",0.0823271130625686,9
"400",2007,3,"Isopsetta isolepis",0.0398928918282779,9
"401",2008,3,"Isopsetta isolepis",0.0343492805563087,9
"402",2010,2,"Isopsetta isolepis",0.5856890253896,9
"403",2010,3,"Isopsetta isolepis",0.395527106946804,9
"404",2010,5,"Isopsetta isolepis",0.0378611304747853,9
"405",2010,7,"Isopsetta isolepis",0.0384871753852717,9
"406",2010,8,"Isopsetta isolepis",0.0254906309186059,9
"407",2010,9,"Isopsetta isolepis",0.0252206809583859,9
"408",2011,1,"Isopsetta isolepis",0.117905647584194,9
"409",2011,2,"Isopsetta isolepis",0.13262599469496,9
"410",2011,3,"Isopsetta isolepis",0.220890985880648,9
"411",2012,2,"Isopsetta isolepis",0.108117924796038,9
"412",2012,5,"Isopsetta isolepis",0.0228885328450446,9
"413",2012,6,"Isopsetta isolepis",0.0582329844977207,9
"414",2012,7,"Isopsetta isolepis",0.0191754554170662,9
"415",2013,2,"Isopsetta isolepis",0.189005904544458,9
"416",2013,3,"Isopsetta isolepis",0.0364154893996601,9
"417",2013,4,"Isopsetta isolepis",0.205992509363296,9
"418",2013,5,"Isopsetta isolepis",0.0185132447599962,9
"419",2013,6,"Isopsetta isolepis",0.0207105371070693,9
"420",2013,7,"Isopsetta isolepis",0.0281531531531532,9
"421",2013,8,"Isopsetta isolepis",0.0206825232678387,9
"422",2014,2,"Isopsetta isolepis",0.0753784052903406,9
"423",2014,6,"Isopsetta isolepis",0.0830597786089238,9
"424",2014,7,"Isopsetta isolepis",0.0582888970988684,9
"425",2015,2,"Isopsetta isolepis",0.727864974296684,9
"426",2015,3,"Isopsetta isolepis",0.581175483418665,9
"427",2015,4,"Isopsetta isolepis",0.0548521731224585,9
"428",2015,5,"Isopsetta isolepis",0.154586769282614,9
"429",2015,6,"Isopsetta isolepis",0.055623961205134,9
"430",2015,7,"Isopsetta isolepis",0.026267402153927,9
"431",2016,1,"Isopsetta isolepis",0.0694927032661571,9
"432",2016,2,"Isopsetta isolepis",0.426178221999455,9
"433",2016,3,"Isopsetta isolepis",0.142266093397444,9
"434",2016,4,"Isopsetta isolepis",0.165060653158485,9
"435",2016,5,"Isopsetta isolepis",0.0399991573507952,9
"436",2016,10,"Isopsetta isolepis",0.0226295541977823,9
"437",2017,2,"Isopsetta isolepis",0.227114791878924,9
"438",2017,3,"Isopsetta isolepis",0.0408511289274505,9
"439",2017,4,"Isopsetta isolepis",0.273747604708459,9
"440",2017,10,"Isopsetta isolepis",0.176263219741481,9
"441",2018,2,"Isopsetta isolepis",0.0826266472362398,9
"442",2018,3,"Isopsetta isolepis",0.175421750851702,9
"443",2018,4,"Isopsetta isolepis",0.130264871906209,9
"444",2018,5,"Isopsetta isolepis",0.0969183748506297,9
"445",2018,8,"Isopsetta isolepis",0.0494071146245059,9
"446",2019,3,"Isopsetta isolepis",0.308446109093223,9
"447",2019,7,"Isopsetta isolepis",0.0270985367295197,9
"448",2019,8,"Isopsetta isolepis",0.0282246683601468,9
"449",2020,2,"Isopsetta isolepis",0.585401981396164,9
"450",2020,3,"Isopsetta isolepis",1.79830686725839,9
"451",2020,4,"Isopsetta isolepis",0.0282415511630335,9
"452",2020,5,"Isopsetta isolepis",0.0183678072585166,9
"453",2020,7,"Isopsetta isolepis",0.0259638865705302,9
"454",2021,2,"Isopsetta isolepis",0.324770280800264,9
"455",2021,3,"Isopsetta isolepis",0.0801216485547818,9
"456",2021,4,"Isopsetta isolepis",0.668812522941079,9
"457",2021,6,"Isopsetta isolepis",0.0216908172289424,9
"458",2022,2,"Isopsetta isolepis",0.0396047446484089,9
"459",2022,3,"Isopsetta isolepis",1.01128329977995,9
"460",2022,4,"Isopsetta isolepis",0.12115403843798,9
"461",2022,5,"Isopsetta isolepis",0.166440111821583,9
"462",2022,7,"Isopsetta isolepis",0.0966088949702895,9
"463",2022,8,"Isopsetta isolepis",0.0188225854933328,9
"464",2023,1,"Isopsetta isolepis",0.123034923911796,9
"465",2023,2,"Isopsetta isolepis",0.79530245425782,9
"466",2023,3,"Isopsetta isolepis",0.0946340141239258,9
"467",2023,4,"Isopsetta isolepis",0.0298414820473644,9
"468",2023,5,"Isopsetta isolepis",0.0275016562272595,9
"469",2023,6,"Isopsetta isolepis",0.0340947827008506,9
"470",2023,7,"Isopsetta isolepis",0.0231053604436229,9
"471",1997,3,"Leptocottus armatus",0.0044849082836256,10
"472",1997,12,"Leptocottus armatus",0.00915541313801785,10
"473",1998,3,"Leptocottus armatus",0.00562651212513363,10
"474",1998,11,"Leptocottus armatus",0.0140082181546507,10
"475",1998,12,"Leptocottus armatus",0.0147877951397447,10
"476",1999,2,"Leptocottus armatus",0.00764789109403082,10
"477",1999,8,"Leptocottus armatus",0.00419058793948791,10
"478",1999,12,"Leptocottus armatus",0.00762747416193128,10
"479",2000,2,"Leptocottus armatus",0.00483792936623125,10
"480",2000,3,"Leptocottus armatus",0.00473574540632696,10
"481",2000,12,"Leptocottus armatus",0.0261028452101279,10
"482",2001,1,"Leptocottus armatus",0.0315438939753182,10
"483",2001,2,"Leptocottus armatus",0.0247096614776378,10
"484",2001,3,"Leptocottus armatus",0.0152183838076396,10
"485",2001,8,"Leptocottus armatus",0.0156519017060573,10
"486",2002,3,"Leptocottus armatus",0.0533617929562433,10
"487",2002,4,"Leptocottus armatus",0.00171909919202338,10
"488",2002,11,"Leptocottus armatus",0.0282725473565168,10
"489",2003,4,"Leptocottus armatus",0.0148214021046391,10
"490",2007,3,"Leptocottus armatus",0.0184552920549968,10
"491",2008,3,"Leptocottus armatus",0.0111744328975305,10
"492",2009,1,"Leptocottus armatus",0.184745315386646,10
"493",2010,3,"Leptocottus armatus",0.0377429703717683,10
"494",2011,1,"Leptocottus armatus",0.0225039719510494,10
"495",2012,2,"Leptocottus armatus",0.0410728895927869,10
"496",2012,9,"Leptocottus armatus",0.0205780878758433,10
"497",2013,3,"Leptocottus armatus",0.0173128131849146,10
"498",2013,4,"Leptocottus armatus",0.0285060763552359,10
"499",2013,8,"Leptocottus armatus",0.0206825232678387,10
"500",2014,2,"Leptocottus armatus",0.027920872248049,10
"501",2014,4,"Leptocottus armatus",0.0297130903991062,10
"502",2015,2,"Leptocottus armatus",0.0153350713080816,10
"503",2016,10,"Leptocottus armatus",0.0369685767097967,10
"504",2018,3,"Leptocottus armatus",0.0244755635360716,10
"505",2018,4,"Leptocottus armatus",0.015145826920024,10
"506",2018,11,"Leptocottus armatus",0.0563803796278895,10
"507",2019,3,"Leptocottus armatus",0.0227427791676143,10
"508",2019,10,"Leptocottus armatus",0.0402468473302925,10
"509",2020,3,"Leptocottus armatus",0.041920647567806,10
"510",2021,1,"Leptocottus armatus",0.0168019718030626,10
"511",2021,4,"Leptocottus armatus",0.0880925401563237,10
"512",2023,3,"Leptocottus armatus",0.0239878333709143,10
"513",1996,12,"Liparis fucensis",0.00537258905066351,11
"514",1998,8,"Liparis fucensis",0.00448088900837926,11
"515",1998,12,"Liparis fucensis",0.00884446999513554,11
"516",1999,2,"Liparis fucensis",0.0191197277350771,11
"517",1999,3,"Liparis fucensis",0.00386639112740872,11
"518",1999,4,"Liparis fucensis",0.00364471334329555,11
"519",1999,7,"Liparis fucensis",0.00422922393740749,11
"520",1999,10,"Liparis fucensis",0.00420097462611326,11
"521",2000,3,"Liparis fucensis",0.00473574540632696,11
"522",2000,4,"Liparis fucensis",0.00155082368263734,11
"523",2000,7,"Liparis fucensis",0.00656238786591772,11
"524",2000,8,"Liparis fucensis",0.00123011239333798,11
"525",2000,9,"Liparis fucensis",0.00124185035703198,11
"526",2001,2,"Liparis fucensis",0.0379939209726444,11
"527",2001,6,"Liparis fucensis",0.0119161105815062,11
"528",2002,4,"Liparis fucensis",0.000996344183891979,11
"529",2002,5,"Liparis fucensis",0.0019027302741723,11
"530",2002,7,"Liparis fucensis",0.00146579972128746,11
"531",2002,8,"Liparis fucensis",0.00400801603206413,11
"532",2003,3,"Liparis fucensis",0.0148170099273967,11
"533",2004,3,"Liparis fucensis",0.0140075640846057,11
"534",2004,5,"Liparis fucensis",0.0028011675266251,11
"535",2004,6,"Liparis fucensis",0.0155985086455363,11
"536",2004,8,"Liparis fucensis",0.00831462542612455,11
"537",2004,11,"Liparis fucensis",0.00365938449152853,11
"538",2005,5,"Liparis fucensis",0.00696391253416926,11
"539",2005,8,"Liparis fucensis",0.0174611489436005,11
"540",2006,5,"Liparis fucensis",0.00466036083054536,11
"541",2007,3,"Liparis fucensis",0.013646288209607,11
"542",2007,4,"Liparis fucensis",0.0102679946606428,11
"543",2007,5,"Liparis fucensis",0.0061952492600862,11
"544",2007,6,"Liparis fucensis",0.00726408308831816,11
"545",2007,7,"Liparis fucensis",0.00926131484238969,11
"546",2007,9,"Liparis fucensis",0.00739969701082224,11
"547",2008,2,"Liparis fucensis",0.0103809820409011,11
"548",2008,3,"Liparis fucensis",0.0138255219134522,11
"549",2009,3,"Liparis fucensis",0.0182715147085693,11
"550",2009,5,"Liparis fucensis",0.00771133072662285,11
"551",2009,7,"Liparis fucensis",0.0126274709971125,11
"552",2010,2,"Liparis fucensis",0.026984221293332,11
"553",2010,3,"Liparis fucensis",0.0187687687687688,11
"554",2010,6,"Liparis fucensis",0.0122225452081336,11
"555",2010,7,"Liparis fucensis",0.0239309765116866,11
"556",2010,8,"Liparis fucensis",0.00655613030964603,11
"557",2011,1,"Liparis fucensis",0.02390103061244,11
"558",2011,2,"Liparis fucensis",0.0495191688702697,11
"559",2011,6,"Liparis fucensis",0.0193581593209034,11
"560",2011,7,"Liparis fucensis",0.00717341505784058,11
"561",2011,8,"Liparis fucensis",0.00735134312420497,11
"562",2012,5,"Liparis fucensis",0.00973167343423457,11
"563",2012,7,"Liparis fucensis",0.0309685730920262,11
"564",2012,8,"Liparis fucensis",0.0235961583566503,11
"565",2012,10,"Liparis fucensis",0.026416924583907,11
"566",2012,11,"Liparis fucensis",0.0260055433416187,11
"567",2012,12,"Liparis fucensis",0.0252441870210547,11
"568",2013,3,"Liparis fucensis",0.0201076240469489,11
"569",2013,4,"Liparis fucensis",0.0153964588144727,11
"570",2013,12,"Liparis fucensis",0.0163078930202218,11
"571",2014,4,"Liparis fucensis",0.0190548780487805,11
"572",2014,10,"Liparis fucensis",0.0282805429864253,11
"573",2015,11,"Liparis fucensis",0.0234576589256392,11
"574",2016,1,"Liparis fucensis",0.0927643784786642,11
"575",2016,2,"Liparis fucensis",0.0130993197786415,11
"576",2016,5,"Liparis fucensis",0.0176087339320303,11
"577",2016,8,"Liparis fucensis",0.029086678301338,11
"578",2016,9,"Liparis fucensis",0.0433275563258232,11
"579",2016,10,"Liparis fucensis",0.0351232234630514,11
"580",2016,11,"Liparis fucensis",0.0161838485191779,11
"581",2017,1,"Liparis fucensis",0.023906287353574,11
"582",2017,2,"Liparis fucensis",0.0232997293366298,11
"583",2018,2,"Liparis fucensis",0.0202811766933338,11
"584",2018,3,"Liparis fucensis",0.0315960420322266,11
"585",2018,4,"Liparis fucensis",0.0144738746562455,11
"586",2019,10,"Liparis fucensis",0.0102072062876391,11
"587",2020,2,"Liparis fucensis",0.0428665657940824,11
"588",2020,5,"Liparis fucensis",0.0183678072585166,11
"589",2020,6,"Liparis fucensis",0.0158329434471009,11
"590",2020,8,"Liparis fucensis",0.0187401450262343,11
"591",2021,2,"Liparis fucensis",0.0183058078584338,11
"592",2021,4,"Liparis fucensis",0.0880925401563237,11
"593",2022,4,"Liparis fucensis",0.0209415312447646,11
"594",2023,2,"Liparis fucensis",0.0162016489343243,11
"595",2002,4,"Lipolagus ochotensis",0.00089156916075421,12
"596",2002,5,"Lipolagus ochotensis",0.000728892560739856,12
"597",2004,5,"Lipolagus ochotensis",0.0131833720147973,12
"598",2005,5,"Lipolagus ochotensis",0.00536989741462621,12
"599",2005,6,"Lipolagus ochotensis",0.00452484222725824,12
"600",2006,5,"Lipolagus ochotensis",0.0112719046055964,12
"601",2007,4,"Lipolagus ochotensis",0.0210965123245825,12
"602",2007,5,"Lipolagus ochotensis",0.00424547966988675,12
"603",2008,5,"Lipolagus ochotensis",0.00850045440624106,12
"604",2010,3,"Lipolagus ochotensis",0.024108817558934,12
"605",2010,6,"Lipolagus ochotensis",0.00711468299818433,12
"606",2011,5,"Lipolagus ochotensis",0.00773373062435598,12
"607",2011,6,"Lipolagus ochotensis",0.00625887779567892,12
"608",2012,5,"Lipolagus ochotensis",0.00948535046709996,12
"609",2015,3,"Lipolagus ochotensis",0.0386894034549317,12
"610",2015,4,"Lipolagus ochotensis",0.0158294168116577,12
"611",2015,11,"Lipolagus ochotensis",0.00710782571611344,12
"612",2016,2,"Lipolagus ochotensis",0.035459078410837,12
"613",2016,3,"Lipolagus ochotensis",0.035810205908684,12
"614",2017,2,"Lipolagus ochotensis",0.0204834896192764,12
"615",2017,5,"Lipolagus ochotensis",0.0105545827409599,12
"616",2017,8,"Lipolagus ochotensis",0.0297441998810232,12
"617",2018,2,"Lipolagus ochotensis",0.00777983103350682,12
"618",2018,5,"Lipolagus ochotensis",0.0127048659636641,12
"619",2019,2,"Lipolagus ochotensis",0.0223015165031222,12
"620",2019,4,"Lipolagus ochotensis",0.00606943432872056,12
"621",2021,5,"Lipolagus ochotensis",0.0167395032766083,12
"622",2022,8,"Lipolagus ochotensis",0.00567681226554765,12
"623",2023,4,"Lipolagus ochotensis",0.0134216757782427,12
"624",2023,5,"Lipolagus ochotensis",0.00659406600000659,12
"625",1997,12,"Lyopsetta exilis",0.247196154726482,13
"626",1998,3,"Lyopsetta exilis",0.00899563711599874,13
"627",1998,4,"Lyopsetta exilis",0.00818665575112566,13
"628",1999,4,"Lyopsetta exilis",0.00364471334329555,13
"629",1999,12,"Lyopsetta exilis",0.00761208799573723,13
"630",2000,4,"Lyopsetta exilis",0.00536274893190977,13
"631",2000,7,"Lyopsetta exilis",0.00285326678616141,13
"632",2000,8,"Lyopsetta exilis",0.00749761360192158,13
"633",2000,9,"Lyopsetta exilis",0.0028169014084507,13
"634",2001,4,"Lyopsetta exilis",0.0571646341463415,13
"635",2001,5,"Lyopsetta exilis",0.0551785421389709,13
"636",2001,8,"Lyopsetta exilis",0.0164609053497942,13
"637",2002,3,"Lyopsetta exilis",0.029300735605904,13
"638",2002,4,"Lyopsetta exilis",0.00597538623707321,13
"639",2002,5,"Lyopsetta exilis",0.0123447630167318,13
"640",2002,7,"Lyopsetta exilis",0.00753883464902013,13
"641",2004,5,"Lyopsetta exilis",0.00899340923111802,13
"642",2004,6,"Lyopsetta exilis",0.0198166085389398,13
"643",2005,3,"Lyopsetta exilis",0.0200080032012805,13
"644",2005,5,"Lyopsetta exilis",0.0146597220939686,13
"645",2005,6,"Lyopsetta exilis",0.00487700895412515,13
"646",2006,5,"Lyopsetta exilis",0.00430138726857074,13
"647",2006,9,"Lyopsetta exilis",0.00596802965900666,13
"648",2007,5,"Lyopsetta exilis",0.0273986849577654,13
"649",2007,6,"Lyopsetta exilis",0.0370730792224328,13
"650",2008,5,"Lyopsetta exilis",0.0139300382076008,13
"651",2008,6,"Lyopsetta exilis",0.0457240792635036,13
"652",2008,7,"Lyopsetta exilis",0.0056807853117615,13
"653",2009,3,"Lyopsetta exilis",0.0186360423628349,13
"654",2009,5,"Lyopsetta exilis",0.0305153424762561,13
"655",2009,6,"Lyopsetta exilis",0.0756388313876189,13
"656",2010,3,"Lyopsetta exilis",0.031720400844512,13
"657",2010,5,"Lyopsetta exilis",0.110549511983182,13
"658",2010,6,"Lyopsetta exilis",0.0367174780294763,13
"659",2010,7,"Lyopsetta exilis",0.0225326723749437,13
"660",2011,5,"Lyopsetta exilis",0.0251845761645907,13
"661",2011,6,"Lyopsetta exilis",0.0418457575396462,13
"662",2011,7,"Lyopsetta exilis",0.00777633411690164,13
"663",2012,2,"Lyopsetta exilis",0.0274179176091576,13
"664",2012,5,"Lyopsetta exilis",0.083327129543026,13
"665",2012,6,"Lyopsetta exilis",0.0671306587586282,13
"666",2012,8,"Lyopsetta exilis",0.011741223435482,13
"667",2013,5,"Lyopsetta exilis",0.0174276751481352,13
"668",2013,7,"Lyopsetta exilis",0.0164419598816179,13
"669",2014,4,"Lyopsetta exilis",0.0209476365115814,13
"670",2014,6,"Lyopsetta exilis",0.0395022713806044,13
"671",2014,7,"Lyopsetta exilis",0.0744787194311088,13
"672",2015,3,"Lyopsetta exilis",0.0409908057330549,13
"673",2015,4,"Lyopsetta exilis",0.0612276136537578,13
"674",2015,5,"Lyopsetta exilis",0.0195694716242661,13
"675",2015,6,"Lyopsetta exilis",0.0340650990824968,13
"676",2015,7,"Lyopsetta exilis",0.026267402153927,13
"677",2016,2,"Lyopsetta exilis",0.0226539049668687,13
"678",2016,4,"Lyopsetta exilis",0.0265745415891576,13
"679",2016,5,"Lyopsetta exilis",0.0451008196144652,13
"680",2016,6,"Lyopsetta exilis",0.0424538314582891,13
"681",2016,8,"Lyopsetta exilis",0.0185253797702853,13
"682",2017,4,"Lyopsetta exilis",0.0547495209416918,13
"683",2017,5,"Lyopsetta exilis",0.0199271365023886,13
"684",2017,7,"Lyopsetta exilis",0.089086859688196,13
"685",2017,8,"Lyopsetta exilis",0.0465549348230912,13
"686",2017,9,"Lyopsetta exilis",0.106837606837607,13
"687",2018,2,"Lyopsetta exilis",0.00854408749145591,13
"688",2018,3,"Lyopsetta exilis",0.0216998191681736,13
"689",2018,5,"Lyopsetta exilis",0.0469733480045391,13
"690",2018,7,"Lyopsetta exilis",0.0133779264214047,13
"691",2018,8,"Lyopsetta exilis",0.0202675314146737,13
"692",2019,4,"Lyopsetta exilis",0.0143545977810153,13
"693",2019,6,"Lyopsetta exilis",0.0417623721027354,13
"694",2019,7,"Lyopsetta exilis",0.0306842589751457,13
"695",2020,3,"Lyopsetta exilis",0.0183955995866739,13
"696",2020,4,"Lyopsetta exilis",0.0284707888600624,13
"697",2020,6,"Lyopsetta exilis",0.0229046195525514,13
"698",2021,5,"Lyopsetta exilis",0.0228056237787626,13
"699",2021,6,"Lyopsetta exilis",0.0208473271016503,13
"700",2022,4,"Lyopsetta exilis",0.0209415312447646,13
"701",2022,5,"Lyopsetta exilis",0.0327389331154308,13
"702",2022,7,"Lyopsetta exilis",0.0238280291630423,13
"703",2022,8,"Lyopsetta exilis",0.0239093654915837,13
"704",2023,3,"Lyopsetta exilis",0.0368582744061671,13
"705",2023,4,"Lyopsetta exilis",0.0219038212860561,13
"706",2023,5,"Lyopsetta exilis",0.0449269422284314,13
"707",2023,6,"Lyopsetta exilis",0.0681895654017012,13
"708",2023,7,"Lyopsetta exilis",0.16173752310536,13
"709",1997,4,"Microgadus proximus",0.0043956043956044,14
"710",1997,5,"Microgadus proximus",0.00623908160718742,14
"711",1998,1,"Microgadus proximus",0.00949261948834781,14
"712",1998,3,"Microgadus proximus",0.0213438701168513,14
"713",1998,5,"Microgadus proximus",0.00389741990802089,14
"714",1999,3,"Microgadus proximus",0.0208245770860307,14
"715",1999,4,"Microgadus proximus",0.00745109364505753,14
"716",2000,2,"Microgadus proximus",0.00483792936623125,14
"717",2000,3,"Microgadus proximus",0.00947149081265391,14
"718",2000,4,"Microgadus proximus",0.0326483864186208,14
"719",2000,7,"Microgadus proximus",0.00973101539884824,14
"720",2000,8,"Microgadus proximus",0.01318391562294,14
"721",2001,1,"Microgadus proximus",0.02928927304236,14
"722",2001,2,"Microgadus proximus",0.0644125338485227,14
"723",2001,4,"Microgadus proximus",0.0235904694503421,14
"724",2001,5,"Microgadus proximus",0.0311090371752994,14
"725",2002,3,"Microgadus proximus",0.132939501920845,14
"726",2002,4,"Microgadus proximus",0.0085954959601169,14
"727",2003,3,"Microgadus proximus",0.155851516010201,14
"728",2003,4,"Microgadus proximus",0.0165453342157512,14
"729",2004,5,"Microgadus proximus",0.00332588335461899,14
"730",2008,3,"Microgadus proximus",0.12442969722107,14
"731",2009,2,"Microgadus proximus",0.025974025974026,14
"732",2009,3,"Microgadus proximus",0.0950028500855026,14
"733",2012,4,"Microgadus proximus",0.0213006163776711,14
"734",2013,4,"Microgadus proximus",0.0570121527104718,14
"735",2013,7,"Microgadus proximus",0.0235624435384947,14
