"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","SciName","trend","direction"
-0.894464293153801,-0.0895932655424101,0.0519766514904761,-0.370027898526213,-0.231846867321471,1.20654812947539,-0.104338166794108,7.98267804229054e-16,-1.45482372087269e-18,8.48387019627962e-17,4.81836347918812e-16,-5.04032169209092e-16,"Anoplarchus purpurescens",0.3373138,"positive"
-1.26518994096382,-0.172823456163089,-1.27214434815686,0.0842744213262939,0.0936422398257582,-0.189947508660455,-0.0238915984559047,7.59059528640915e-17,1.39464842525912e-17,1.41494533442401e-16,8.52455275615773e-17,-8.29364376254872e-18,"Artedius fenestralis",-16.2168017,"negative"
-1.19262170668863,-0.0466370782718755,-1.0495261529538,0.920058085230412,0.186245117566262,-0.12510786943458,0.1363071190487,3.53461709020381e-16,1.39464842525912e-17,1.41494533442401e-16,8.52455275615773e-17,-8.29364376254872e-18,"Artedius harringtoni",-2.7510311,"negative"
5.51204961305116,-6.99625271274509,0.227316184822898,0.579085353637267,-0.908179491916679,-0.10091922244005,-0.160657663105125,-3.19172120569008e-16,-4.73299609186564e-16,3.49163941563299e-16,-4.65681925534508e-17,-5.56235691301403e-16,"Engraulis mordax",1.8400496,"positive"
-1.17429060028651,-0.105097438059815,1.64410658275033,-0.690282413843562,0.0732447215017802,-0.260094494140101,-0.0897716566629351,-5.1533452236951e-16,3.86504434337335e-17,1.62109427056829e-16,-4.36045827206138e-17,1.79813747873102e-16,"Glyptocephalus zachirus",-1.07877,"negative"
-1.26518994096382,-0.172823456163089,-1.27214434815686,0.0842744213262939,0.0936422398257582,-0.189947508660455,-0.0238915984559047,7.59059528640915e-17,1.39464842525912e-17,1.41494533442401e-16,8.52455275615773e-17,-8.29364376254872e-18,"Hemilepidotus hemilepidotus",-4.0469841,"negative"
-1.31356876381395,-0.256947708090565,-1.42055647829223,-0.472914687943118,0.0319069879987553,-0.233173934811038,-0.130690743458975,-1.4613865206094e-16,1.39464842525912e-17,1.41494533442401e-16,8.52455275615773e-17,-8.29364376254872e-18,"Hemilepidotus spinosus",0.3062536,"positive"
-1.31356876381395,-0.256947708090565,-1.42055647829223,-0.472914687943118,0.0319069879987553,-0.233173934811038,-0.130690743458975,-1.4613865206094e-16,1.39464842525912e-17,1.41494533442401e-16,8.52455275615773e-17,-8.29364376254872e-18,"Hexagrammos decagrammus",-0.8854018,"negative"
-1.19848001171158,-0.147159564023553,1.56990051768265,-0.968876968478267,0.0423770955882788,-0.281707707215392,-0.14317122916447,-6.26356824832025e-16,3.86504434337335e-17,1.62109427056829e-16,-4.36045827206138e-17,1.79813747873102e-16,"Isopsetta isolepis",-7.3496377,"negative"
-1.31356876381395,-0.256947708090565,-1.42055647829223,-0.472914687943118,0.0319069879987553,-0.233173934811038,-0.130690743458975,-1.4613865206094e-16,1.39464842525912e-17,1.41494533442401e-16,8.52455275615773e-17,-8.29364376254872e-18,"Leptocottus armatus",6.3404498,"positive"
-1.31356876381395,-0.256947708090565,-1.42055647829223,-0.472914687943118,0.0319069879987553,-0.233173934811038,-0.130690743458975,-1.4613865206094e-16,1.39464842525912e-17,1.41494533442401e-16,8.52455275615773e-17,-8.29364376254872e-18,"Liparis fucensis",1.6274477,"positive"
2.9966424012291,1.9939911626712,-0.360106363605888,-1.25263754145645,-1.87698505391117,-0.13893882898826,1.48406898333267,4.16628639514157e-16,-1.40232701799017e-16,-2.46867425467506e-15,-1.22860099939432e-15,1.13354679211301e-15,"Lipolagus ochotensis",-3.2091135,"negative"
-0.956585897460942,0.273461695613826,2.31196116835951,1.81706857786879,0.351053354723293,-0.0655755764624758,0.39082449585088,4.00599472946245e-16,3.86504434337335e-17,1.62109427056829e-16,-4.36045827206138e-17,1.79813747873102e-16,"Lyopsetta exilis",-11.580427,"negative"
-0.894464293153801,-0.0895932655424101,0.0519766514904761,-0.370027898526213,-0.231846867321471,1.20654812947539,-0.104338166794108,7.98267804229054e-16,-1.45482372087269e-18,8.48387019627962e-17,4.81836347918812e-16,-5.04032169209092e-16,"Microgadus proximus",0.8206138,"positive"
-1.0533435431612,0.105213191758875,2.01513690808877,0.702690359329968,0.227582851069287,-0.152028428763642,0.17722620584474,-1.57341612881893e-17,3.86504434337335e-17,1.62109427056829e-16,-4.36045827206138e-17,1.79813747873102e-16,"Microstomus pacificus",-10.568149,"negative"
6.31388340969905,0.62308621664544,-0.356787643041521,-1.03075584099128,2.89162078357814,0.178752308579602,0.375304343988208,4.2008713080572e-15,6.92929451953842e-17,2.00189038309073e-15,-8.49181214563276e-17,-6.88742374341392e-16,"Nannobrachium regale",3.477021,"positive"
-1.28937935238888,-0.214885582126827,-1.34635041322455,-0.194320133308412,0.0627746139122568,-0.211560721735746,-0.0772911709574397,-3.51163495984241e-17,1.39464842525912e-17,1.41494533442401e-16,8.52455275615773e-17,-8.29364376254872e-18,"Ophiodon elongatus",0.5846294,"positive"
-1.22266942313664,-0.189221689987291,1.49569445261496,-1.24747152311297,0.0115094696747773,-0.303320920290684,-0.196570801666005,-7.37379127294541e-16,3.86504434337335e-17,1.62109427056829e-16,-4.36045827206138e-17,1.79813747873102e-16,"Parophrys vetulus",1.0143218,"positive"
-1.17429060028651,-0.105097438059815,1.64410658275033,-0.690282413843562,0.0732447215017802,-0.260094494140101,-0.0897716566629351,-5.1533452236951e-16,3.86504434337335e-17,1.62109427056829e-16,-4.36045827206138e-17,1.79813747873102e-16,"Platichthys stellatus",-0.4063626,"negative"
-1.15010118886145,-0.0630353120960772,1.71831264781802,-0.411687859208856,0.104112347415282,-0.238481281064809,-0.0363720841614001,-4.32067795522623e-16,3.86504434337335e-17,1.62109427056829e-16,-4.36045827206138e-17,1.79813747873102e-16,"Psettichthys melanostictus",1.9935909,"positive"
-0.870274881728737,-0.0475311395786722,0.126182716558163,-0.0914333438915073,-0.200979241407969,1.22816134255068,-0.0509385942925727,8.81534531075941e-16,-1.45482372087269e-18,8.48387019627962e-17,4.81836347918812e-16,-5.04032169209092e-16,"Ronquilus jordani",-0.9253901,"negative"
-1.19262170668863,-0.0466370782718755,-1.0495261529538,0.920058085230412,0.186245117566262,-0.12510786943458,0.1363071190487,3.53461709020381e-16,1.39464842525912e-17,1.41494533442401e-16,8.52455275615773e-17,-8.29364376254872e-18,"Ruscarius meanyi",-1.2762262,"negative"
-1.04748523813825,0.205735677510552,-0.604289762547679,2.59162541303865,0.371450873047271,0.00457140901717029,0.45670455405791,9.91839948179846e-16,1.39464842525912e-17,1.41494533442401e-16,8.52455275615773e-17,-8.29364376254872e-18,"Scorpaenichthys marmoratus",-4.5544889,"negative"
4.05191318503711,3.00912824152405,-0.191506211045244,-0.219917006235631,-0.831304679153476,-0.200172819974892,-0.953386233836872,-2.34222763705832e-15,-4.17293572671315e-17,-7.60436661916377e-16,-5.45305962290845e-16,1.83938691038407e-18,"Stenobrachius leucopsarus",-2.5314977,"negative"
4.22123906501255,3.30356312327021,0.327936244428563,1.73024487620731,-0.615231297758966,-0.0488803284478497,-0.579589226326127,-1.67609382228322e-15,-4.17293572671315e-17,-7.60436661916377e-16,-5.45305962290845e-16,1.83938691038407e-18,"Tarletonbeania crenularis",2.4080738,"positive"
